product_id,fullname,brand,url_part,review_url,test_bench_id,test_bench_version,released_at,first_published_at,last_updated_at,sizes_available,product_type,display_type,panel_type_detail,backlight_type_v2,color_architecture,qd_present,qd_material,spd_verified,marketing_label,panel_type,panel_sub_type,backlight_type_rtings,spd_classification,spd_confidence,blue_peak_nm,blue_fwhm_nm,green_peak_nm,green_fwhm_nm,red_peak_nm,red_fwhm_nm,pc_gaming,console_gaming,office,editing,color_accuracy,brightness_score,sdr_dci_p3_coverage_pct,sdr_bt2020_coverage_pct,hdr_bt2020_coverage_itp_pct,hdr_peak_10pct_nits,hdr_peak_2pct_nits,native_contrast,first_response_time_ms,total_response_time_ms,input_lag_native_ms,display_size,native_refresh_rate,resolution,aspect_ratio,pixel_density,local_dimming,ground_truth_tech,ground_truth_qd_type,match_status,scraped_at,spd_image,spd_image_local
133967,Apple Studio Display 2026,Apple,apple-studio-display-2026,https://www.rtings.com/early-access/monitor/reviews/apple/studio-display-2026,238,v2.1.2,2026-03-11 00:00:00 -0400,,2026-03-27 11:37:13 -0400,"27"" - Nano-texture glass/Tilt- and height-adjustable stand (Studio Display 2026); 27"" - Nano-texture glass/Tilt-adjustable stand (Studio Display 2026); 27"" - Nano-texture glass/VESA mount adapter (Studio Display 2026); 27"" - Standard glass/Tilt- and height-adjustable stand (Studio Display 2026); 27"" - Standard glass/Tilt-adjustable stand (Studio Display 2026); 27"" - Standard glass/VESA mount adapter (Studio Display 2026)",monitor,LCD,IPS,Edge-lit,KSF,No,,Yes,,LCD,IPS,Edge,KSF,medium,445.8,13.9,547.2,1.3,630.3,9.1,5.2,2.4,8.2,7.6,9.4,3.4,,,,,,1145.0,18.5,18.5,8.9,27.0,60,5120 x 2880,16:9,217.5710785,No,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/QxNi2Pnh/apple-studio-display-2026/spd-large.jpg?format=auto,spd_images/monitors/apple-studio-display-2026_spd.jpg
66546,BenQ MOBIUZ EX321UX,BenQ,benq-mobiuz-ex321ux,https://www.rtings.com/monitor/reviews/benq/mobiuz-ex321ux,238,v2.1.2,2024-08-03 00:00:00 -0400,2025-06-23 09:49:05 -0400,2026-03-17 13:18:49 -0400,"32"" (MOBIUZ EX321UX)",monitor,LCD,IPS,Direct-lit,QD-LCD,Yes,CdSe,Yes,,LCD,IPS,Full-Array,QD-LCD,high,445.8,14.6,530.8,25.9,627.7,20.1,7.9,8.5,8.4,8.2,8.8,9.3,99.58,86.25,50.9,1447.0,1051.0,1272.0,4.1,5.5,4.25,31.5,144,3840 x 2160,16:9,139.8671219,Yes,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/CaseoE9j/benq-mobiuz-ex321ux/spd-large.jpg?format=auto,spd_images/monitors/benq-mobiuz-ex321ux_spd.jpg
40848,Dell Alienware AW2724DM,Dell,dell-alienware-aw2724dm,https://www.rtings.com/monitor/reviews/dell/alienware-aw2724dm,238,v2.1.2,2023-06-01 00:00:00 -0400,2023-09-19 08:25:54 -0400,2026-03-17 13:18:49 -0400,"27"" (Alienware AW2724DM)",monitor,LCD,IPS,Edge-lit,KSF,No,,Yes,Alienware,LCD,IPS,Edge,KSF,medium,445.8,15.7,547.2,1.1,630.3,9.1,7.3,7.1,7.6,7.4,8.8,7.9,96.17,72.63,30.4,618.0,328.0,989.0,4.5,5.3,3.3,27.0,165,2560 x 1440,16:9,108.7855393,Yes,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/fiSdrSEg/dell-alienware-aw2724dm/spd-large.jpg?format=auto,spd_images/monitors/dell-alienware-aw2724dm_spd.jpg
46678,Dell Alienware AW2725DF,Dell,dell-alienware-aw2725df,https://www.rtings.com/monitor/reviews/dell/alienware-aw2725df,238,v2.1.2,2024-01-01 00:00:00 -0500,2024-03-13 13:33:51 -0400,2026-03-17 13:18:49 -0400,"27"" (Alienware AW2725DF)",monitor,OLED,QD-OLED,,QD-OLED,Yes,InP,Yes,Alienware QD-OLED,OLED,QD-OLED,No Backlight,QD-OLED,high,452.6,21.7,532.6,29.7,638.1,36.2,9.2,8.3,7.0,9.0,9.5,6.6,99.57,80.18,47.6,445.0,984.0,inf,0.2,0.2,2.1,27.0,360,2560 x 1440,16:9,108.7855393,No,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/claYiwSO/dell-alienware-aw2725df/spd-large.jpg?format=auto,spd_images/monitors/dell-alienware-aw2725df_spd.jpg
96305,Dell Alienware AW2725DM,Dell,dell-alienware-aw2725dm,https://www.rtings.com/monitor/reviews/dell/alienware-aw2725dm,238,v2.1.2,2025-03-06 00:00:00 -0500,2026-02-18 09:16:13 -0500,2026-03-17 13:18:49 -0400,"27"" (Alienware AW2725DM)",monitor,LCD,IPS,Edge-lit,KSF,No,,Yes,Alienware,LCD,IPS,Edge,KSF,medium,445.8,15.7,547.2,1.1,630.3,9.1,7.3,7.1,7.8,7.4,8.4,7.3,92.16,66.76,30.4,448.0,272.0,968.0,4.2,4.8,3.4,27.0,180,2560 x 1440,16:9,108.7855393,Yes,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/63wEvEqd/dell-alienware-aw2725dm/spd-large.jpg?format=auto,spd_images/monitors/dell-alienware-aw2725dm_spd.jpg
88487,Dell Alienware AW2725Q,Dell,dell-alienware-aw2725q,https://www.rtings.com/monitor/reviews/dell/alienware-aw2725q,238,v2.1.2,2025-03-04 00:00:00 -0500,2025-04-08 15:01:44 -0400,2026-03-17 13:18:49 -0400,"27"" (Alienware AW2725Q)",monitor,OLED,QD-OLED,,QD-OLED,Yes,InP,Yes,Alienware QD-OLED,OLED,QD-OLED,No Backlight,QD-OLED,high,452.0,21.6,528.9,27.7,634.3,36.1,9.0,9.3,8.1,8.9,8.0,6.6,99.63,78.34,45.7,461.0,1003.0,inf,0.4,0.4,2.8,26.7,240,3840 x 2160,16:9,165.011773,No,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/6lq96V7D/dell-alienware-aw2725q/spd-large.jpg?format=auto,spd_images/monitors/dell-alienware-aw2725q_spd.jpg
77245,Dell Alienware AW2725QF,Dell,dell-alienware-aw2725qf,https://www.rtings.com/monitor/reviews/dell/alienware-aw2725qf,238,v2.1.2,2024-09-01 00:00:00 -0400,2025-08-26 10:07:38 -0400,2026-03-17 13:18:49 -0400,"27"" (Alienware AW2725QF)",monitor,LCD,IPS,Edge-lit,KSF,No,,Yes,Alienware,LCD,IPS,Edge,KSF,medium,445.8,15.4,547.2,1.1,630.3,9.0,7.5,8.2,8.4,7.7,8.9,7.9,91.62,67.58,34.4,648.0,443.0,1154.0,3.9,7.9,4.3,27.0,165,3840 x 2160,16:9,163.1783089,Yes,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/BI6V8GgI/dell-alienware-aw2725qf/spd-large.jpg?format=auto,spd_images/monitors/dell-alienware-aw2725qf_spd.jpg
96306,Dell Alienware AW3225DM,Dell,dell-alienware-aw3225dm,https://www.rtings.com/monitor/reviews/dell/alienware-aw3225dm,238,v2.1.2,2025-03-06 00:00:00 -0500,2025-07-21 10:12:21 -0400,2026-03-17 13:18:49 -0400,"32"" (Alienware AW3225DM)",monitor,LCD,VA,Edge-lit,KSF,No,,Yes,Alienware,LCD,VA,Edge,KSF,medium,445.8,17.7,547.2,1.2,630.4,8.9,7.6,7.3,7.4,7.4,8.5,7.7,88.04,65.88,30.7,504.0,320.0,4073.0,4.1,4.8,3.9,31.5,180,2560 x 1440,16:9,93.24474794,Yes,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/QXnfgRGC/dell-alienware-aw3225dm/spd-large.jpg?format=auto,spd_images/monitors/dell-alienware-aw3225dm_spd.jpg
46677,Dell Alienware AW3225QF,Dell,dell-alienware-aw3225qf,https://www.rtings.com/monitor/reviews/dell/alienware-aw3225qf,238,v2.1.2,2024-01-11 00:00:00 -0500,2024-02-06 11:33:04 -0500,2026-03-18 13:59:22 -0400,"32"" (Alienware AW3225QF)",monitor,OLED,QD-OLED,,QD-OLED,Yes,InP,Yes,Alienware QD-OLED,OLED,QD-OLED,No Backlight,QD-OLED,high,445.9,21.9,528.8,30.2,635.2,37.6,9.0,9.0,7.5,9.3,9.6,6.8,98.79,78.32,45.6,448.0,976.0,inf,0.4,0.4,3.1,32.0,240,3840 x 2160,16:9,137.6816981,No,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/RsjnnWVO/dell-alienware-aw3225qf/spd-large.jpg?format=auto,spd_images/monitors/dell-alienware-aw3225qf_spd.jpg
94176,Dell Alienware AW3425DW,Dell,dell-alienware-aw3425dw,https://www.rtings.com/monitor/reviews/dell/alienware-aw3425dw,238,v2.1.2,2025-04-29 00:00:00 -0400,2025-08-14 11:25:40 -0400,2026-03-17 13:18:49 -0400,"34"" (Alienware AW3425DW)",monitor,OLED,QD-OLED,,QD-OLED,Yes,InP,Yes,Alienware QD-OLED,OLED,QD-OLED,No Backlight,QD-OLED,high,445.9,20.5,528.8,30.0,635.6,36.7,9.1,9.1,6.9,9.0,9.4,6.8,99.51,80.71,48.7,457.0,1003.0,inf,0.2,1.2,2.9,34.2,240,3440 x 1440,21:9,109.0419838,No,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/7rPDzkYk/dell-alienware-aw3425dw/spd-large.jpg?format=auto,spd_images/monitors/dell-alienware-aw3425dw_spd.jpg
96004,Dell Alienware AW3425DWM,Dell,dell-alienware-aw3425dwm,https://www.rtings.com/monitor/reviews/dell/alienware-aw3425dwm,238,v2.1.2,2025-03-06 00:00:00 -0500,2025-07-04 09:44:30 -0400,2026-03-17 13:18:49 -0400,"34"" (AW3425DWM)",monitor,LCD,VA,Edge-lit,KSF,No,,Yes,Alienware,LCD,VA,Edge,KSF,medium,445.8,14.6,547.2,1.2,630.4,9.0,7.6,7.3,7.5,7.5,8.4,7.7,89.55,66.68,32.5,505.0,504.0,3992.0,4.1,5.8,4.0,34.0,180,3440 x 1440,21:9,109.6834073,Yes,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/OK7A9HOH/dell-alienware-aw3425dwm/spd-large.jpg?format=auto,spd_images/monitors/dell-alienware-aw3425dwm_spd.jpg
126616,Dell S2725DC,Dell,dell-s2725dc,https://www.rtings.com/monitor/reviews/dell/s2725dc,238,v2.1.2,2026-01-08 00:00:00 -0500,2026-02-02 14:59:50 -0500,2026-03-17 13:18:49 -0400,"27"" (S2725DC)",monitor,LCD,IPS,Edge-lit,KSF,No,,Yes,,LCD,IPS,Edge,KSF,medium,456.0,21.3,547.2,1.3,630.3,9.1,6.0,4.9,7.7,6.7,8.2,3.2,,,,,,1332.0,7.5,7.7,4.4,27.0,144,2560 x 1440,16:9,108.7855393,No,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/BY4SY2fU/dell-s2725dc/spd-large.jpg?format=auto,spd_images/monitors/dell-s2725dc_spd.jpg
94439,Dell S2725QC,Dell,dell-s2725qc,https://www.rtings.com/monitor/reviews/dell/s2725qc,238,v2.1.2,2025-03-20 00:00:00 -0400,2025-09-12 15:35:19 -0400,2026-03-17 13:18:49 -0400,"27"" (S2725QC)",monitor,LCD,IPS,Edge-lit,KSF,No,,Yes,,LCD,IPS,Edge,KSF,medium,456.0,18.8,547.2,1.3,630.4,9.0,6.1,7.3,8.4,7.8,8.8,7.0,82.29,59.19,23.5,359.0,359.0,1445.0,9.0,13.9,4.7,27.0,120,3840 x 2160,16:9,163.1783089,No,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/9XMaNjFZ/dell-s2725qc/spd-large.jpg?format=auto,spd_images/monitors/dell-s2725qc_spd.jpg
96735,Dell S2725QS,Dell,dell-s2725qs,https://www.rtings.com/monitor/reviews/dell/s2725qs,238,v2.1.2,2025-03-19 20:00:01 -0400,2025-09-30 12:33:14 -0400,2026-03-23 14:07:31 -0400,"27"" (S2725QS)",monitor,LCD,IPS,Edge-lit,KSF,No,,Yes,,LCD,IPS,Edge,KSF,medium,454.0,19.0,547.2,12.6,630.3,9.7,6.1,7.3,8.4,7.9,8.9,7.2,85.58,61.64,24.7,365.0,365.0,1386.0,11.0,11.0,4.6,27.0,120,3840 x 2160,16:9,163.1783089,No,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/vjCTKpVT/dell-s2725qs/spd-large.jpg?format=auto,spd_images/monitors/dell-s2725qs_spd.jpg
88588,Dell S3225QC,Dell,dell-s3225qc,https://www.rtings.com/monitor/reviews/dell/s3225qc,238,v2.1.2,2025-05-22 00:00:00 -0400,2025-11-03 13:30:22 -0500,2026-03-17 13:18:49 -0400,"32"" (S3225QC)",monitor,OLED,QD-OLED,,QD-OLED,Yes,InP,Yes,,OLED,QD-OLED,No Backlight,QD-OLED,high,449.5,22.0,532.1,30.4,637.1,36.5,8.8,9.0,7.6,9.0,8.4,6.7,98.37,78.54,45.2,430.0,945.0,inf,0.3,0.3,5.9,31.6,120,3840 x 2160,16:9,139.4245044,No,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/mZ7PgJFI/dell-s3225qc/spd-large.jpg?format=auto,spd_images/monitors/dell-s3225qc_spd.jpg
96307,Dell S3225QS,Dell,dell-s3225qs,https://www.rtings.com/monitor/reviews/dell/s3225qs,238,v2.1.2,2025-04-14 00:00:00 -0400,2025-08-07 09:15:18 -0400,2026-03-17 13:18:49 -0400,"32"" (S3225QS)",monitor,LCD,VA,Edge-lit,KSF,No,,Yes,,LCD,VA,Edge,KSF,medium,455.9,21.0,547.2,1.2,630.4,9.1,6.7,7.5,8.1,7.6,8.5,7.1,83.22,61.84,26.4,377.0,376.0,3701.0,7.7,12.8,5.8,31.5,120,3840 x 2160,16:9,139.8671219,No,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/dI8syvfB/dell-s3225qs/spd-large.jpg?format=auto,spd_images/monitors/dell-s3225qs_spd.jpg
88589,Dell U2725QE,Dell,dell-u2725qe,https://www.rtings.com/monitor/reviews/dell/u2725qe,238,v2.1.2,2025-02-25 00:00:00 -0500,2025-04-24 13:54:24 -0400,2026-03-17 13:18:49 -0400,"27"" (U2725QE)",monitor,LCD,IPS,Edge-lit,KSF,No,,Yes,,LCD,IPS,Edge,KSF,medium,456.0,17.6,547.2,1.0,630.4,10.2,6.5,7.9,8.5,7.9,8.1,8.1,98.78,76.99,37.0,672.0,543.0,2410.0,8.4,15.1,5.0,27.0,120,3840 x 2160,16:9,163.1783089,Yes,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/oi1ztpSL/dell-u2725qe/spd-large.jpg?format=auto,spd_images/monitors/dell-u2725qe_spd.jpg
88590,Dell U3225QE,Dell,dell-u3225qe,https://www.rtings.com/monitor/reviews/dell/u3225qe,238,v2.1.2,2025-02-25 00:00:00 -0500,2025-04-08 12:33:46 -0400,2026-03-17 13:18:49 -0400,"32"" (U3225QE)",monitor,LCD,IPS,Edge-lit,KSF,No,,Yes,,LCD,IPS,Edge,KSF,medium,455.9,16.1,547.2,1.2,630.3,10.3,6.4,7.9,8.4,8.0,8.6,8.0,98.78,76.55,36.4,623.0,507.0,2252.0,11.9,12.1,5.3,31.5,120,3840 x 2160,16:9,139.8671219,Yes,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/mPMBqDC5/dell-u3225qe/spd-large.jpg?format=auto,spd_images/monitors/dell-u3225qe_spd.jpg
49534,Dell U4025QW,Dell,dell-u4025qw,https://www.rtings.com/monitor/reviews/dell/u4025qw,238,v2.1.2,2024-02-01 00:00:00 -0500,2024-05-03 13:01:50 -0400,2026-03-17 13:18:49 -0400,"40"" (U4025QW)",monitor,LCD,IPS,Edge-lit,KSF,No,,Yes,,LCD,IPS,Edge,KSF,medium,457.9,17.3,547.2,1.0,630.3,10.0,6.3,5.8,8.1,8.0,8.9,7.7,96.33,77.75,38.1,588.0,559.0,1918.0,16.3,16.3,4.7,39.7,120,5120 x 2160,21:9,139.9742467,Yes,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/MkgWMJ11/dell-u4025qw/spd-large.jpg?format=auto,spd_images/monitors/dell-u4025qw_spd.jpg
127358,Dell U5226KW,Dell,dell-u5226kw,https://www.rtings.com/monitor/reviews/dell/u5226kw,238,v2.1.2,2026-01-12 00:00:00 -0500,2026-02-11 08:55:08 -0500,2026-03-17 13:18:49 -0400,"52"" (U5226KW)",monitor,LCD,IPS,Edge-lit,KSF,No,,Yes,,LCD,IPS,Edge,KSF,medium,460.5,15.5,532.7,31.7,631.3,14.4,5.4,5.1,7.7,7.3,9.2,3.2,,,,,,1694.0,8.4,17.4,5.0,51.5,120,6144 x 2560,21:9,129.2427184,No,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/b9jKSWFX/dell-u5226kw/spd-large.jpg?format=auto,spd_images/monitors/dell-u5226kw_spd.jpg
51510,Gigabyte AORUS FO27Q3,Gigabyte,gigabyte-aorus-fo27q3,https://www.rtings.com/monitor/reviews/gigabyte/aorus-fo27q3,238,v2.1.2,2024-04-30 00:00:00 -0400,2024-06-17 12:10:01 -0400,2026-03-17 13:18:49 -0400,"27"" (AORUS FO27Q3)",monitor,OLED,QD-OLED,,QD-OLED,Yes,InP,Yes,AORUS,OLED,QD-OLED,No Backlight,QD-OLED,high,449.8,21.0,532.1,29.5,637.8,36.8,9.3,9.2,7.3,9.0,9.2,7.3,99.47,80.13,48.3,472.0,1044.0,inf,0.3,0.3,2.1,27.0,360,2560 x 1440,16:9,108.7855393,No,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/jV5LRscC/gigabyte-aorus-fo27q3/spd-large.jpg?format=auto,spd_images/monitors/gigabyte-aorus-fo27q3_spd.jpg
49896,Gigabyte AORUS FO32U2P,Gigabyte,gigabyte-aorus-fo32u2p,https://www.rtings.com/monitor/reviews/gigabyte/aorus-fo32u2p,238,v2.1.2,2024-04-01 00:00:00 -0400,2024-06-13 16:15:35 -0400,2026-03-17 13:18:49 -0400,"32"" (AORUS FO32U2P)",monitor,OLED,QD-OLED,,QD-OLED,Yes,InP,Yes,AORUS,OLED,QD-OLED,No Backlight,QD-OLED,high,445.9,21.3,528.8,30.2,634.9,37.0,9.1,9.4,8.0,9.2,9.2,7.2,99.12,79.05,46.8,459.0,1019.0,inf,0.3,0.3,2.7,32.0,240,3840 x 2160,16:9,137.6816981,No,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/e6sNrfja/gigabyte-aorus-fo32u2p/spd-large.jpg?format=auto,spd_images/monitors/gigabyte-aorus-fo32u2p_spd.jpg
101122,Gigabyte MO27Q28G,Gigabyte,gigabyte-mo27q28g,https://www.rtings.com/monitor/reviews/gigabyte/mo27q28g,238,v2.1.2,2025-12-16 00:00:00 -0500,2026-01-20 13:53:50 -0500,2026-03-17 13:18:49 -0400,"27"" (MO27Q28G)",monitor,OLED,WOLED,,WOLED,No,,Yes,,OLED,WOLED,No Backlight,WOLED,high,452.4,21.7,534.3,54.4,625.9,39.1,9.1,9.1,7.6,8.6,8.5,7.7,99.87,78.41,42.2,620.0,1316.0,inf,0.4,0.9,2.3,27.0,280,2560 x 1440,16:9,108.7855393,No,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/7HqRnPag/gigabyte-mo27q28g/spd-large.jpg?format=auto,spd_images/monitors/gigabyte-mo27q28g_spd.jpg
97892,LG 24GS65F-B,LG,lg-24gs65f-b,https://www.rtings.com/monitor/reviews/lg/24gs65f-b,238,v2.1.2,2025-03-12 00:00:00 -0400,2025-10-06 13:15:01 -0400,2026-03-17 13:18:49 -0400,"24"" (24GS65F-B)",monitor,LCD,IPS,Edge-lit,KSF,No,,Yes,UltraGear,LCD,IPS,Edge,KSF,medium,445.8,16.0,547.2,6.4,630.3,9.1,7.0,5.1,7.0,6.6,7.6,7.0,90.96,67.31,27.0,366.0,366.0,878.0,6.5,6.8,3.3,23.8,180,1920 x 1080,16:9,92.55912479,No,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/1FrDU5q3/lg-24gs65f-b/spd-large.jpg?format=auto,spd_images/monitors/lg-24gs65f-b_spd.jpg
126131,LG 27G610A-B,LG,lg-27g610a-b,https://www.rtings.com/monitor/reviews/lg/27g610a-b,238,v2.1.2,2025-11-01 00:00:00 -0400,2026-02-18 09:10:56 -0500,2026-03-17 13:18:49 -0400,"27"" (27G610A-B)",monitor,LCD,IPS,Edge-lit,KSF,No,,Yes,UltraGear,LCD,IPS,Edge,KSF,medium,441.9,15.1,547.2,3.1,630.3,9.1,7.2,6.6,7.7,6.7,6.5,7.3,90.86,65.64,26.9,460.0,326.0,1459.0,4.8,5.9,3.6,27.0,200,2560 x 1440,16:9,108.7855393,No,,,NO_GT,2026-03-30T14:24:29.531116+00:00,https://i.rtings.com/assets/products/QQahoP9W/lg-27g610a-b/spd-large.jpg?format=auto,spd_images/monitors/lg-27g610a-b_spd.jpg
