product_id,fullname,brand,url_part,review_url,test_bench_id,test_bench_version,released_at,first_published_at,last_updated_at,sizes_available,product_type,display_type,backlight_type_v2,dimming_zone_count,color_architecture,qd_present,qd_material,spd_verified,marketing_label,panel_type,panel_sub_type,backlight_type_rtings,spd_classification,spd_confidence,blue_peak_nm,blue_fwhm_nm,green_peak_nm,green_fwhm_nm,red_peak_nm,red_fwhm_nm,mixed_usage,home_theater,gaming,sports,bright_room,color_score,brightness_score,black_level_score,contrast_ratio_score,native_contrast_score,sdr_dci_p3_coverage_pct,sdr_bt2020_coverage_pct,hdr_bt2020_coverage_itp_pct,sdr_real_scene_peak_nits,sdr_peak_10pct_nits,sdr_peak_2pct_nits,hdr_peak_100pct_nits,hdr_peak_50pct_nits,hdr_peak_25pct_nits,hdr_peak_10pct_nits,hdr_peak_2pct_nits,native_contrast,contrast_ratio,first_response_time_ms,total_response_time_ms,input_lag_1080p_ms,input_lag_4k_ms,native_refresh_rate,vrr_support,hdmi_forum_vrr,hdmi_ports,hdmi_21_speed,resolution,ground_truth_tech,ground_truth_qd_type,match_status,scraped_at,spd_image,spd_image_local,price_size,price_best,price_source,price_amazon,price_buybox,price_bestbuy,price_list,price_per_m2,sizes_with_price,size_min,size_max,all_asins,all_bb_skus,price_per_mixed_use
49542,LG G4 OLED,LG,lg-g4-oled,https://www.rtings.com/tv/reviews/lg/g4-oled,227,v2.2,2024-03-11 00:00:00 -0400,2024-04-25 16:16:38 -0400,2026-03-13 16:26:41 -0400,"55"" (OLED55G4SUB); 65"" (OLED65G4SUB); 77"" (OLED77G4WUA); 83"" (OLED83G4WUA); 97"" (OLED97G4WUA)",tv,OLED,,,WOLED,No,,Yes,OLED evo,OLED,WOLED,No Backlight,WOLED,high,455.1,24.3,558.3,115.1,,,8.6,8.8,8.9,8.3,7.7,8.2,8.3,10.0,10.0,10.0,91.18,61.27,39.7,513.4,596,611,226,468,701,1459,1550,inf,inf,0.6,3.5,4.6,4.6,144Hz,Yes,Yes,4 (4x HDMI 2.1),48 Gbps,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/Cef7qKUE/lg-g4-oled/spd-large.jpg?format=auto,spd_images/lg-g4-oled_spd.jpg,65.0,1973.95,amazon_3p,,,,1973.95,2427.8786000457876,3,55.0,77.0,"B0D3WKV3X7,B0CVRWSB8D,B0D3W7ZJ75,B0D3WSDWVJ","6578049,6578047",229.52906976744188
88601,LG G5 OLED,LG,lg-g5-oled,https://www.rtings.com/tv/reviews/lg/g5-oled,227,v2.2,2025-04-01 00:00:00 -0400,2025-05-07 15:22:41 -0400,2026-03-25 08:59:53 -0400,"55"" (OLED55G5WUA); 65"" (OLED65G5WUA); 77"" (OLED77G5WUA); 83"" (OLED83G5WUA); 97"" (OLED97G5WUA)",tv,OLED,,,WOLED,No,,Yes,OLED evo,OLED,WOLED,No Backlight,WOLED,high,451.8,21.5,534.3,32.6,625.8,39.3,9.0,9.2,9.1,8.9,8.7,8.9,8.9,10.0,10.0,10.0,99.8,78.5,53.4,796.0,1002,1040,400,711,1097,2446,2416,inf,inf,0.9,4.1,4.0,4.0,165Hz,Yes,Yes,4 (4x HDMI 2.1),48 Gbps,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/Ad9414el/lg-g5-oled/spd-large.jpg?format=auto,spd_images/lg-g5-oled_spd.jpg,65.0,2499.99,rtings,,,,,2901.029617695119,4,55.0,83.0,"B0F8DSGCCD,B0F7J16S9S","6621832,6621810,6621819,6621830,6621820",277.77666666666664
92233,LG QNED85A,LG,lg-qned85a,https://www.rtings.com/tv/reviews/lg/qned85a,227,v2.2,2025-05-05 00:00:00 -0400,2025-12-18 08:29:51 -0500,2026-03-13 11:03:20 -0400,"50"" (50QNED85AUA); 55"" (55QNED85AUA); 65"" (65QNED85AUA); 75"" (75QNED85AUA); 86"" (86QNED85AUA); 100"" (100QNED85AUA)",tv,LCD,Edge-lit,6.0,Pseudo QD,No,,Yes,QNED,LCD,VA,Edge,KSF,medium,448.8,16.8,537.8,49.9,632.0,9.3,6.1,5.8,6.1,6.5,6.3,6.5,6.3,4.1,4.0,7.2,85.19,62.53,24.9,378.2253418,391,391,495,495,496,497,354,4909.0,4909.0,17.7,17.7,5.5,5.7,144Hz,Yes,Yes,4 (4x HDMI 2.1),48 Gbps,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/zhr64b45/lg-qned85a/spd-large.jpg?format=auto,spd_images/lg-qned85a_spd.jpg,65.0,749.99,rtings,,,,,1071.2687126863855,5,55.0,100.0,"B0F8DT9N6X,B0F8DD4XW4,B0DYR35J2G,B0DYQZTVGT","6621808,6621826,6621816",122.94918032786886
55174,LG QNED90T,LG,lg-qned90t,https://www.rtings.com/tv/reviews/lg/qned90t,197,v2.0.1,2024-03-01 00:00:00 -0500,2024-08-13 14:13:21 -0400,2025-10-07 15:54:38 -0400,"65"" (65QNED90TUA); 75"" (75QNED90TUA); 86"" (86QNED90TUA)",tv,LCD,Direct-lit,160.0,Pseudo QD,No,,Yes,QNED,LCD,VA,Full-Array,Pseudo QD,medium,446.1,17.1,536.6,36.6,626.8,44.8,7.3,7.5,6.6,7.5,7.6,7.6,7.5,7.7,8.1,7.5,87.7,60.45,39.6,549.6,1101,954,640,750,1055,1084,1267,5392.0,114686.0,9.2,9.7,5.9,5.8,120Hz,Yes,Yes,4 (4x HDMI 2.1),48 Gbps,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/Bot5mYqw/lg-qned90t/spd-large.jpg?format=auto,spd_images/lg-qned90t_spd.jpg,65.0,995.99,rtings,,,,,1094.4945054945056,1,65.0,65.0,"B0D3WPVFBK,B0D3WN592T,B0D3X72M2M",6578052,136.43698630136987
96489,LG QNED92A,LG,lg-qned92a,https://www.rtings.com/tv/reviews/lg/qned92a,227,v2.2,2025-04-14 00:00:00 -0400,2025-10-07 15:46:40 -0400,2026-03-17 10:08:56 -0400,"65"" (65QNED92AUA); 75"" (75QNED92AUA); 85"" (85QNED92AUA)",tv,LCD,Direct-lit,476.0,QD-LCD,Yes,InP,Yes,QNED,LCD,VA,Full-Array,QD-LCD,high,449.1,17.8,539.1,37.8,630.7,36.2,7.6,7.8,7.4,7.7,7.5,7.2,7.7,8.3,9.6,7.5,87.81,66.54,34.1,592.5379028,820,378,667,934,1336,1308,818,5506.0,281267.0,9.1,9.8,4.7,4.9,144Hz,Yes,Yes,4 (4x HDMI 2.1),48 Gbps,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/569sULGj/lg-qned92a/spd-large.jpg?format=auto,spd_images/lg-qned92a_spd.jpg,65.0,699.95,amazon_3p,999.0,,,,1025.610347985348,2,65.0,85.0,"B0DYQRNPJ8,B0F8DNL96X",6621815,92.09868421052633
98323,LG UA77,LG,lg-ua77,https://www.rtings.com/tv/reviews/lg/ua77,227,v2.2,2025-05-04 20:00:01 -0400,2025-10-06 15:03:36 -0400,2026-03-17 10:24:05 -0400,"43"" (43UA7700PUB); 50"" (50UA7700PUB); 55"" (55UA7700PUB); 65"" (65UA7700PUB); 75"" (75UA7700PUA); 85"" (86UA7700PUA)",tv,LCD,Direct-lit,,WLED,No,,Yes,UHD,LCD,IPS,Direct,WLED,high,444.3,17.3,526.8,69.8,604.4,78.1,4.9,4.5,5.0,5.8,5.2,5.2,4.7,2.5,0.8,4.0,72.75,49.13,16.0,215.0,248,248,292,293,294,295,215,992.0,992.0,15.0,15.3,9.8,9.5,60Hz,Yes,Yes,3 (3x HDMI 2.0),No HDMI 2.1,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/fG2HDpBw/lg-ua77/spd-large.jpg?format=auto,spd_images/lg-ua77_spd.jpg,65.0,378.99,rtings,,,,,468.1291907865021,6,43.0,86.0,"B0F6B1K6K3,B0F69LDR17,B0F69Q9RJ3,B0F6B3GF3L,B0F69R7899","6621803,6621683,6621807,6621802,6621806,6621805",77.34489795918367
57721,LG UT75,LG,lg-ut75,https://www.rtings.com/tv/reviews/lg/ut7570-ut75-ut7590,227,v2.2,2024-04-01 00:00:00 -0400,2024-07-30 09:58:36 -0400,2026-03-10 09:27:33 -0400,"43"" (43UT7590PUA); 50"" (50UT7570PUB); 55"" (55UT7570PUB); 65"" (65UT7570PUB); 70"" (70UT7590PUA); 75"" (75UT7590PUA); 86"" (86UT7590PUA)",tv,LCD,Direct-lit,,WLED,No,,Yes,UHD,LCD,IPS,Direct,WLED,high,446.6,18.2,527.0,70.5,604.8,77.1,4.5,4.2,4.3,5.5,5.1,5.3,4.2,2.1,0.8,3.9,69.84,46.6,16.2,200.4524384,238,238,276,276,277,278,203,941.0,941.0,12.7,19.5,10.2,10.2,60Hz,No,No,3 (3x HDMI 2.0),No HDMI 2.1,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/QiAkHyhJ/lg-ut7570-ut75-ut7590/spd-large.jpg?format=auto,spd_images/lg-ut75_spd.jpg,65.0,379.99,rtings,,,,,614.887912087912,4,43.0,70.0,"B0CVSK16G4,B0D3WG1HCS,B0CVSJQRNZ,B0D3WP2JLD,B0CVSJ3HS7",6578178,84.44222222222223
88503,Panasonic W70B,Panasonic,panasonic-w70b,https://www.rtings.com/tv/reviews/panasonic/w70b,227,v2.2,2025-03-19 00:00:00 -0400,2025-08-18 10:46:40 -0400,2026-03-12 09:57:18 -0400,"43"" (43W70BP); 50"" (50W70BP); 55"" (55W70BP); 65"" (65W70BP); 70"" (70W70BP); 75"" (75W70BP); 85"" (85W70BP)",tv,LCD,Direct-lit,,WLED,No,,Yes,,LCD,VA,Direct,WLED,high,447.8,16.3,526.3,67.2,604.1,76.6,5.5,5.4,5.2,6.0,5.6,6.2,4.7,4.6,4.1,7.4,70.36,46.97,20.1,278.0,290,289,285,285,286,286,286,5239.0,5239.0,11.3,11.3,10.1,10.1,60Hz,No,No,4 (4x HDMI 2.0),No HDMI 2.1,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/wijvLUSw/panasonic-w70b/spd-large.jpg?format=auto,spd_images/panasonic-w70b_spd.jpg,65.0,427.99,amazon_3p,,,,427.99,521.3086726909454,7,43.0,85.0,"B0DW378JR5,B0DW3XW927,B0DW3YPBL1,B0DW4232K1,B0DW3RQY9Z,B0DW3V53B7,B0DW3XDNR9",,77.81636363636363
74025,Panasonic W95A,Panasonic,panasonic-w95a,https://www.rtings.com/tv/reviews/panasonic/w95a,227,v2.2,2024-09-18 00:00:00 -0400,2024-10-25 10:50:48 -0400,2026-03-25 09:03:01 -0400,"55"" (TV-55W95AP); 65"" (TV-65W95AP); 75"" (TV-75W95AP); 85"" (TV-85W95AP)",tv,LCD,Direct-lit,192.0,QD-LCD,Yes,CdSe,Yes,,LCD,VA,Full-Array,QD-LCD,high,448.1,15.5,538.4,23.9,629.8,17.7,7.5,7.6,7.2,7.8,7.8,7.5,7.9,7.6,7.0,7.4,87.47,65.52,47.0,671.6911621,1353,1215,695,904,1400,1505,1301,5267.0,58338.0,7.9,8.4,5.5,5.4,144Hz,Yes,Yes,"4 (2x HDMI 2.0, 2x HDMI 2.1)",48 Gbps,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/kXj0C7Vm/panasonic-w95a/spd-large.jpg?format=auto,spd_images/panasonic-w95a_spd.jpg,,,,,,,,,4,,,,,
74026,Panasonic Z85A OLED,Panasonic,panasonic-z85a-oled,https://www.rtings.com/tv/reviews/panasonic/z85a-oled,197,v2.0.1,2024-09-18 00:00:00 -0400,2024-10-16 10:20:02 -0400,2026-03-19 08:55:03 -0400,"55"" (TV-55Z85AP); 65"" (TV-65Z85AP)",tv,OLED,,,WOLED,No,,Yes,OLED,OLED,WOLED,No Backlight,WOLED,high,454.3,22.1,546.1,54.9,620.1,52.9,8.1,8.4,8.5,7.3,6.7,8.2,6.7,10.0,10.0,10.0,94.57,63.69,36.0,338.7626953,459,454,157,295,524,850,855,inf,inf,0.3,1.3,5.5,5.1,120Hz,Yes,Yes,"4 (2x HDMI 2.0, 2x HDMI 2.1)",48 Gbps,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/b3XiUIfb/panasonic-z85a-oled/spd-large.jpg?format=auto,spd_images/panasonic-z85a-oled_spd.jpg,,,,,,,,,1,,,,,
118244,Panasonic Z8BA OLED,Panasonic,panasonic-z8ba-oled,https://www.rtings.com/tv/reviews/panasonic/z8ba-oled,227,v2.2,2025-11-10 00:00:00 -0500,2026-03-19 08:50:53 -0400,2026-03-19 08:50:53 -0400,"77"" (77Z8BAP)",tv,OLED,,,WOLED,No,,Yes,OLED,OLED,WOLED,No Backlight,WOLED,high,455.8,22.4,548.5,109.7,,,8.3,8.6,8.7,7.5,6.8,8.2,6.9,10.0,10.0,10.0,95.8,66.13,37.8,345.3897705,470,465,200,384,692,1086,1099,inf,inf,0.7,2.1,4.2,4.3,144Hz,Yes,Yes,"4 (2x HDMI 2.0, 2x HDMI 2.1)",48 Gbps,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/Ki3uvvTN/panasonic-z8ba-oled/spd-large.jpg?format=auto,spd_images/panasonic-z8ba-oled_spd.jpg,,1499.99,rtings,,,,,,0,,,,11143967,180.72168674698793
74024,Panasonic Z95A OLED,Panasonic,panasonic-z95a-oled,https://www.rtings.com/tv/reviews/panasonic/z95a-oled,197,v2.0.1,2024-09-18 00:00:00 -0400,2024-10-16 09:58:18 -0400,2025-09-04 13:40:28 -0400,"65"" (TV-65Z95AP)",tv,OLED,,,WOLED,No,,Yes,OLED,OLED,WOLED,No Backlight,WOLED,high,454.3,24.6,561.2,107.4,,,8.4,8.6,8.7,8.1,7.6,8.1,7.8,10.0,10.0,10.0,88.99,59.55,41.4,459.1,776,765,222,465,965,1719,1739,inf,inf,0.4,1.5,4.9,4.6,144Hz,Yes,Yes,"4 (2x HDMI 2.0, 2x HDMI 2.1)",48 Gbps,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/U5Tu3IPI/panasonic-z95a-oled/spd-large.jpg?format=auto,spd_images/panasonic-z95a-oled_spd.jpg,65.0,1597.99,amazon,1597.99,,,1597.99,1756.032967032967,1,65.0,65.0,B0D8S2D1CZ,,190.23690476190475
88502,Panasonic Z95B OLED,Panasonic,panasonic-z95b-oled,https://www.rtings.com/tv/reviews/panasonic/z95b-oled,227,v2.2,2025-06-18 00:00:00 -0400,2025-09-03 14:43:17 -0400,2026-03-25 09:02:01 -0400,"55"" (TV-55Z95BP); 65"" (TV-65Z95BP); 77"" (TV-77Z95BP)",tv,OLED,,,WOLED,No,,Yes,OLED,OLED,WOLED,No Backlight,WOLED,high,452.0,21.6,534.1,53.6,625.8,40.4,8.9,9.1,9.2,8.6,8.2,8.8,8.5,10.0,10.0,10.0,98.95,74.28,49.7,513.0,956,960,326,632,1378,2354,2303,inf,inf,0.4,1.1,4.2,4.2,144Hz,Yes,Yes,"4 (2x HDMI 2.0, 2x HDMI 2.1)",48 Gbps,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/Ew0cLNUh/panasonic-z95b-oled/spd-large.jpg?format=auto,spd_images/panasonic-z95b-oled_spd.jpg,55.0,2220.81,amazon,2220.81,,,2220.81,3416.630769230769,3,55.0,77.0,"B0F8M9QPJP,B0F8MW11YS,B0F8N24XYR",,249.52921348314604
92761,Philips 974 Series OLED,Philips,philips-974-series-oled,https://www.rtings.com/tv/reviews/philips/974-series-oled,197,v2.0.1,2025-02-15 00:00:00 -0500,2025-07-08 12:13:11 -0400,2025-07-08 12:13:11 -0400,"65"" (65OLED974/F7)",tv,OLED,,,WOLED,No,,Yes,OLED,OLED,WOLED,No Backlight,WOLED,high,454.2,22.5,556.2,74.4,,,7.2,7.5,7.9,6.3,6.0,7.5,4.7,10.0,10.0,10.0,92.27,63.12,31.5,221.0,320,315,109,213,334,457,535,inf,inf,1.3,3.1,5.4,5.3,120Hz,Yes,Yes,"4 (2x HDMI 2.0, 2x HDMI 2.1)",48 Gbps,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/Gkwhjq1I/philips-974-series-oled/spd-large.jpg?format=auto,spd_images/philips-974-series-oled_spd.jpg,,,,,,,,,0,,,,,
102906,Roku Pro Series 2025,Roku,roku-pro-series-2025,https://www.rtings.com/tv/reviews/roku/pro-series-2025,227,v2.2,2025-06-16 00:00:00 -0400,2025-12-05 11:50:00 -0500,2026-03-13 12:07:41 -0400,"55"" (55R8C5); 65"" (65R8C5); 75"" (75R8C5)",tv,LCD,Direct-lit,720.0,QD-LCD,Yes,CdSe,Yes,,LCD,VA,Full-Array,QD-LCD,high,449.4,15.9,538.2,28.8,626.3,25.3,7.5,7.6,7.5,7.9,7.9,7.5,7.8,8.0,7.7,7.7,87.41,65.43,38.8,667.6256714,1498,1088,688,1196,1606,1433,859,6059.0,88289.0,5.4,7.7,5.7,5.9,120Hz,Yes,Yes,"4 (2x HDMI 2.0, 2x HDMI 2.1)",48 Gbps,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/pZzb2bGo/roku-pro-series-2025/spd-large.jpg?format=auto,spd_images/roku-pro-series-2025_spd.jpg,55.0,699.99,rtings,,,,,1076.9076923076923,3,55.0,75.0,"B0DWH3R4MG,B0DWHGPJFG",6625616,93.33200000000001
37906,Roku Select Series 2023,Roku,roku-select-series-2023,https://www.rtings.com/tv/reviews/roku/select-series,197,v2.0.1,2023-03-01 00:00:00 -0500,2023-11-24 11:31:19 -0500,2025-05-08 10:57:38 -0400,"24"" (24R2A5R); 32"" (32R2A5R); 40"" (40R2A5R); 43"" (43R4A5R); 50"" (50R4A5R); 55"" (55R4A5R); 65"" (65R4A5R); 75"" (75R4A5R)",tv,LCD,Direct-lit,,WLED,No,,Yes,,LCD,VA,Direct,WLED,high,448.0,17.7,530.4,70.0,606.2,75.7,5.4,5.3,5.1,6.4,6.4,6.1,5.2,4.2,3.8,7.0,69.9,46.98,21.3,408.4,381,386,373,373,374,374,375,4561.0,4561.0,10.5,11.4,11.9,13.1,60Hz,No,No,4 (4x HDMI 2.0),No HDMI 2.1,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/KbdHgRxI/roku-select-series/spd-large.jpg?format=auto,spd_images/roku-select-series-2023_spd.jpg,,,,,,,,,3,,,,,
117448,Samsung 100QN80F,Samsung,samsung-100qn80f,https://www.rtings.com/tv/reviews/samsung/100qn80f,197,v2.0.1,2025-03-26 00:00:00 -0400,2025-11-25 10:04:16 -0500,2025-11-25 17:33:20 -0500,"100"" (QN100QN80FFXZA)",tv,LCD,Direct-lit,140.0,QD-LCD,Yes,InP,Yes,Neo QLED,LCD,VA,Full-Array,QD-LCD,medium,450.9,16.6,540.3,35.1,629.8,40.4,7.4,7.3,7.1,7.8,8.0,7.4,8.4,6.6,5.9,8.2,81.09,55.8,42.2,882.0,1223,1071,702,771,1047,1256,1205,7009.0,23520.0,11.1,13.4,7.4,7.4,144Hz,Yes,Yes,4 (4x HDMI 2.1),48 Gbps,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/hiiV3pYy/samsung-100qn80f/spd-large.jpg?format=auto,spd_images/samsung-100qn80f_spd.jpg,,,,,,,,,0,,,,,
57180,Samsung DU7200,Samsung,samsung-du7200,https://www.rtings.com/tv/reviews/samsung/du7200-du7200d,197,v2.0.1,2024-04-01 00:00:00 -0400,2024-11-07 11:08:17 -0500,2025-09-16 10:00:31 -0400,"43"" (UN43DU7200FXZA); 50"" (UN50DU7200FXZA); 55"" (UN55DU7200FXZA); 60"" (UN60DU7200FXZA); 65"" (UN65DU7200FXZA); 70"" (UN70DU7200FXZA); 75"" (UN75DU7200FXZA); 85"" (UN85DU7200FXZA)",tv,LCD,Edge-lit,,WLED,No,,Yes,Crystal UHD,LCD,VA,Edge,WLED,high,448.2,17.0,530.0,73.1,606.9,79.4,5.6,5.5,5.7,5.8,5.7,5.9,4.8,4.8,3.3,6.6,69.71,46.96,20.9,267.2701416,298,167,294,295,296,298,300,3857.0,3857.0,10.1,13.6,11.7,11.4,60Hz,Yes,Yes,3 (3x HDMI 2.0),No HDMI 2.1,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/L2oXKW7V/samsung-du7200-du7200d/spd-large.jpg?format=auto,spd_images/samsung-du7200_spd.jpg,65.0,469.99,rtings,,,,,594.2333209896368,8,43.0,85.0,"B0CY18SS15,B0CVS9877R,B0CXZVSNRN,B0CY1BNH61",6575355,83.92678571428573
55354,Samsung DU8000,Samsung,samsung-du8000,https://www.rtings.com/tv/reviews/samsung/du8000,227,v2.2,2024-03-11 00:00:00 -0400,2024-04-11 09:39:00 -0400,2026-03-12 16:06:24 -0400,"43"" (UN43DU8000FXZA); 43"" (UN43DUX1EAFXZA); 50"" (UN50DU8000FXZA); 50"" (UN50DUX1EAFXZA); 55"" (UN55DU8000FXZA); 65"" (UN65DU8000FXZA); 75"" (UN75DU8000FXZA); 85"" (UN85DU8000FXZA)",tv,LCD,Edge-lit,,KSF,No,,Yes,Crystal UHD,LCD,VA,Edge,KSF,high,446.1,17.9,535.7,50.8,632.0,9.5,5.2,5.1,5.0,5.7,5.6,5.9,4.0,4.5,3.5,6.8,77.38,53.33,20.5,236.1633301,227,227,242,241,241,241,240,4100.0,4100.0,8.5,13.9,11.2,11.2,60Hz,No,No,3 (3x HDMI 2.0),No HDMI 2.1,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/BmAG0Iw1/samsung-du8000/spd-large.jpg?format=auto,spd_images/samsung-du8000_spd.jpg,65.0,598.99,rtings,,,,,822.7198288243743,6,43.0,85.0,"B0CY1BKFLK,B0CY17Y37N,B0CY164YDC,B0CY12ZXWJ",6575139,115.19038461538462
56341,Samsung Q60D,Samsung,samsung-q60d,https://www.rtings.com/tv/reviews/samsung/q60d-q60-q60dd-qled,227,v2.2,2024-03-10 20:00:01 -0400,2024-05-16 10:02:11 -0400,2026-03-13 13:27:37 -0400,"32"" (QN32Q60DAFXZA); 43"" (QN43Q60DAFXZA); 50"" (QN50Q60DAFXZA); 55"" (QN55Q60DAFXZA); 65"" (QN65Q60DAFXZA); 70"" (QN70Q60DAFXZA); 75"" (QN75Q60DAFXZA); 85"" (QN85Q60DAFXZA)",tv,LCD,Edge-lit,,Pseudo QD,No,,Yes,QLED,LCD,VA,Edge,Pseudo QD,medium,448.5,16.4,540.1,42.6,630.1,53.4,5.9,5.7,5.6,6.4,6.4,6.2,5.7,5.0,4.4,7.7,77.21,52.25,26.6,404.1581421,416,238,420,421,422,423,424,5877.0,5877.0,13.6,14.4,10.4,10.3,60Hz,No,No,3 (3x HDMI 2.0),No HDMI 2.1,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/R9XrigG2/samsung-q60d-q60-q60dd-qled/spd-large.jpg?format=auto,spd_images/samsung-q60d_spd.jpg,65.0,799.99,rtings,,,,,1172.9155664456962,8,32.0,85.0,"B0CXRBW3YL,B0CXQYYJDS,B0CXQX37NP,B0CXR5KS5D,B0CXQWDH63",6575162,135.5915254237288
57710,Samsung Q70D,Samsung,samsung-q70d,https://www.rtings.com/tv/reviews/samsung/q70d-q70-q72d-qled,197,v2.0.1,2024-04-01 00:00:00 -0400,2024-09-24 11:06:31 -0400,2025-09-24 16:58:58 -0400,"55"" (QN55Q70DAFXZA); 65"" (QN65Q70DAFXZA); 75"" (QN75Q70DAFXZA); 85"" (QN85Q70DAFXZA)",tv,LCD,Edge-lit,,Pseudo QD,No,,Yes,QLED,LCD,VA,Edge,Pseudo QD,medium,449.1,18.3,538.9,42.1,630.0,52.4,6.4,6.0,6.8,7.2,7.3,6.8,6.8,4.4,4.3,7.6,80.04,54.43,28.3,571.3761597,533,308,522,522,524,526,527,5766.0,5766.0,10.0,10.2,6.0,6.0,120Hz,Yes,Yes,4 (4x HDMI 2.1),48 Gbps,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/w87JeA5N/samsung-q70d-q70-q72d-qled/spd-large.jpg?format=auto,spd_images/samsung-q70d_spd.jpg,65.0,1199.99,rtings,,,,,1514.233070338752,4,55.0,85.0,,,187.4984375
94324,Samsung Q7F 2025,Samsung,samsung-q7f-2025,https://www.rtings.com/tv/reviews/samsung/q7f-2025,227,v2.2,2025-03-23 20:00:01 -0400,2025-06-26 09:09:59 -0400,2026-03-10 15:46:27 -0400,"43"" (QN43Q7FAAFXZA); 50"" (QN50Q7FAAFXZA); 55"" (QN55Q7FAAFXZA); 65"" (QN65Q7FAAFXZA); 75"" (QN75Q7FAAFXZA); 85"" (QN85Q7FAAFXZA); 98"" (QN98Q7FAAFXZA)",tv,LCD,Direct-lit,,Pseudo QD,No,,Yes,QLED,LCD,VA,Direct,Pseudo QD,low,447.6,16.5,537.2,43.8,627.5,59.0,5.6,5.7,5.4,5.8,5.8,6.4,4.9,5.4,5.0,8.5,76.71,52.49,23.3,294.3148499,318,188,302,303,305,306,308,7773.0,7773.0,15.8,15.8,9.9,9.8,60Hz,No,No,3 (3x HDMI 2.0),No HDMI 2.1,4k,,,NO_GT,2026-04-06T14:04:38.263155+00:00,https://i.rtings.com/assets/products/6LWaVIbI/samsung-q7f-2025/spd-large.jpg?format=auto,spd_images/samsung-q7f-2025_spd.jpg,65.0,499.99,rtings,,,,,794.3306684338729,7,43.0,98.0,"B0DWHFN3WK,B0DXMXWHPX,B0DXMY6KV8,B0DWHVTWBW,B0DWHFYJ13","6619443,6619254",89.28392857142858
